id,cast,director
72431,[],Anthony Hemingway
1813,[],Taylor Hackford
87428,[],Sean Anders
8840,[],Rob Cohen
10589,[],Brett Ratner
71676,"[""Nicolas Cage"", ""Ciar\u00e1n Hinds"", ""Violante Placido"", ""Fergus Riordan"", ""Johnny Whitworth"", ""Christopher Lambert"", ""Idris Elba"", ""Anthony Stewart Head"", ""Spencer Wilding"", ""Jacek Koman"", ""Vincent Regan""]","Brian Taylor,Mark Neveldine"
1722,[],John Madden
10022,[],Adam Shankman
11358,[],Kevin Bray
13,[],
6477,"[""Jason Lee"", ""David Cross"", ""Cameron Richardson"", ""Jane Lynch"", ""Justin Long"", ""Matthew Gray Gubler"", ""Jesse McCartney"", ""Veronica Alicino"", ""Allison Karman"", ""Tiara Parker"", ""Kira Verrastro"", ""Beth Riesgraf"", ""Adriane Lenox"", ""Don Tiffany"", ""Frank Maharajh"", ""Kevin Symons""]",Tim Hill
1597,[],
10530,"[""Irene Bedard"", ""Mel Gibson"", ""David Ogden Stiers"", ""John Kassir"", ""Russell Means"", ""Christian Bale"", ""Judy Kuhn"", ""Linda Hunt"", ""Danny Mann"", ""Billy Connolly"", ""Joe Baker"", ""Frank Welker"", ""Michelle St. John"", ""James Apaumut Fall"", ""Gordon Tootoosis"", ""Jim Cummings""]",
1924,[],Richard Donner
9327,[],Tom Shadyac
8488,[],Andy Tennant
10603,[],Sam Weisman
8273,[],
109424,"[""Tom Hanks"", ""Catherine Keener"", ""Max Martini"", ""Chris Mulkey"", ""Yul Vazquez"", ""Corey Johnson"", ""David Warshofsky"", ""John Magaro"", ""Michael Chernus"", ""Barkhad Abdi"", ""Faysal  Ahmed"", ""Barkhad Abdirahman"", ""Mahat M. Ali"", ""Angus MacInnes"", ""San Shella"", ""Amr El-Bayoumi"", ""Azeez Mohammed""]",Paul Greengrass
35056,[],Shawn Levy
8839,[],Brad Silberling
156022,[],Antoine Fuqua
7303,"[""Jennifer Lopez"", ""Ralph Fiennes"", ""Natasha Richardson"", ""Stanley Tucci"", ""Tyler Posey"", ""Frances Conroy"", ""Chris Eigeman"", ""Marissa Matrone"", ""Amy Sedaris"", ""Priscilla Lopez"", ""Bob Hoskins"", ""Lisa Roberts Gillan"", ""Maddie Corman"", ""Sharon Wilkins"", ""Jayne Houdyshell"", ""Marilyn Torres"", ""Lou Ferguson"", ""Di Quon""]",
8963,[],
1402,[],
9315,"[""Jodie Foster"", ""Peter Sarsgaard"", ""Sean Bean"", ""Kate Beahan"", ""Michael Irby"", ""Assaf Cohen"", ""Erika Christensen"", ""Shane Edelman"", ""Mary Gallagher"", ""Haley Ramm"", ""Forrest Landis"", ""Jana Kolesarova"", ""Brent Sexton"", ""Marlene Lawston"", ""Judith Scott""]",Robert Schwentke
8984,"[""Michael Douglas"", ""Demi Moore"", ""Donald Sutherland"", ""Dylan Baker"", ""Jacqueline Kim"", ""Roma Maffia"", ""Caroline Goodall"", ""Rosemary Forsyth"", ""Dennis Miller"", ""Suzie Plakson"", ""Nicholas Sadler"", ""Donal Logue""]",Barry Levinson
795,[],Brad Silberling
24,[],
11353,[],
393,[],Quentin Tarantino
9618,[],"Andrei Konchalovsky,Albert Magnoli"
9374,[],Robert Zemeckis
8584,[],Tom Dey
2320,[],Stuart Baird
58224,[],Mark Waters
1729,"[""Jackie Chan"", ""Jet Li"", ""Michael Angarano"", ""Liu Yifei"", ""Li Bingbing"", ""Collin Chou"", ""Morgan Benoit"", ""Thomas McDonell"", ""Jack Posobiec"", ""Juana Collignon"", ""Zhi Ma Gui"", ""Shen Shou He"", ""Bin Jiang"", ""Shaohua Yang"", ""Yu Yuan Zeng""]",Rob Minkoff
175574,[],Jimmy Hayward
8077,"[""Sigourney Weaver"", ""Charles S. Dutton"", ""Charles Dance"", ""Pete Postlethwaite"", ""Ralph Brown"", ""Paul McGann"", ""Danny Webb"", ""Lance Henriksen"", ""Brian Glover"", ""Tom Woodruff Jr."", ""Deobia Oparei"", ""Niall Buggy"", ""Christopher John Fields"", ""Peter Guinness"", ""Vincenzo Nicoli"", ""Christopher Fairbank"", ""Phil Davis"", ""Paul Brennen"", ""Clive Mantle"", ""Carl Chase"", ""Hi Ching"", ""Leon Herbert"", ""Danielle Edmond"", ""Holt McCallany"", ""Tom Woodruff Jr.""]",David Fincher
8818,[],Alan Parker
8195,[],John Frankenheimer
10586,"[""Michael Douglas"", ""Val Kilmer"", ""Tom Wilkinson"", ""John Kani"", ""Emily Mortimer"", ""Bernard Hill"", ""Brian McCardie"", ""Om Puri"", ""Henry Cele"", ""Kurt Egelhof"", ""Satchu Annamalai"", ""Teddy Reddy"", ""Raheem Khan"", ""Jack Devnarain"", ""Glen Gabela""]",Stephen Hopkins
116149,[],Paul King
80035,[],Akiva Schaffer
10632,"[""Tommy Lee Jones"", ""Benicio del Toro"", ""Connie Nielsen"", ""Leslie Stefanson"", ""John Finn""]",William Friedkin
12117,"[""Anthony Hopkins"", ""Cuba Gooding Jr."", ""Donald Sutherland"", ""Maura Tierney"", ""George Dzundza"", ""John Ashton"", ""John Aylward"", ""Doug Spinuzza"", ""Thomas Q. Morris"", ""Vivienne Sendaydiego"", ""Paul Bates"", ""Rex Linn"", ""Rod McLachlan"", ""Tracey Ellis"", ""Kim Ingram"", ""Paul Collins"", ""Marc Macaulay"", ""Jim Grimshaw"", ""Louanne Stephens"", ""Ajgie Kirkland"", ""Chike Kani Omo"", ""Ivonne Coll"", ""Pat McNamara"", ""Roger Floyd"", ""Kurt Smildsin"", ""Jim R. Coleman"", ""Gary Bristow""]",Jon Turteltaub
1792,[],"Bobby Farrelly,Peter Farrelly"
13260,"[""Will Ferrell"", ""Maura Tierney"", ""Woody Harrelson"", ""David Koechner"", ""Will Arnett"", ""Andr\u00e9 Benjamin"", ""Andy Richter"", ""Rob Corddry"", ""Tim Meadows"", ""Jackie Earle Haley"", ""Matt Walsh"", ""Kristen Wiig"", ""Andrew Daly"", ""DeRay Davis"", ""Collette Wolfe"", ""Jason Sudeikis""]",Kent Alterman
72197,"[""Hugh Grant"", ""Brendan Gleeson"", ""Jeremy Piven"", ""Brian Blessed"", ""Salma Hayek"", ""Imelda Staunton"", ""David Tennant"", ""Lenny Henry"", ""Martin Freeman"", ""Russell Tovey"", ""Anton Yelchin"", ""Al Roker"", ""David Schneider""]","Peter Lord,Jeff Newitt"
3580,[],Clint Eastwood
12123,[],Andrew Davis
9566,[],Tony Scott
9833,"[""Gerard Butler"", ""Emmy Rossum"", ""Patrick Wilson"", ""Miranda Richardson"", ""Minnie Driver"", ""Ciar\u00e1n Hinds"", ""Simon Callow"", ""Victor McGuire"", ""Jennifer Ellison""]",Joel Schumacher
4517,[],Shekhar Kapur
8202,[],Karyn Kusama
16072,[],Ronald F. Maxwell
34314,[],Robert Butler
19724,[],Karey Kirkpatrick
145220,[],James Bobin
14623,[],Jonathan Frakes
42297,[],Steve Antin
2841,[],Jean-Pierre Jeunet
802,[],Stanley Kubrick
10375,"[""Sylvester Stallone"", ""Courtney B. Vance"", ""Tom Berenger"", ""Charles S. Dutton"", ""Jeffrey Wright"", ""Kris Kristofferson"", ""Stephen Lang"", ""Robert Patrick"", ""Sean Patrick Flanery"", ""Dina Meyer"", ""Christopher Fulford"", ""Robert Prosky""]",Jim Gillespie
36586,"[""Wesley Snipes"", ""Kris Kristofferson"", ""Ron Perlman"", ""Leonor Varela"", ""Norman Reedus"", ""Thomas Kretschmann"", ""Luke Goss"", ""Matt Schulze"", ""Danny John-Jules"", ""Donnie Yen"", ""Karel Roden"", ""Marit Velle Kile"", ""Tony Curran"", ""Daz Crawford"", ""Santiago Segura"", ""Samuel Le"", ""Marek Va\u0161ut"", ""Pete Lee-Wilson"", ""Paul Kasey"", ""Andrea Miltner"", ""Ladislav Beran"", ""Ji\u0159\u00ed Maria Sieber"", ""Bridge Markland"", ""Jamie Wilson"", ""Stuart Luis"", ""Ladislav Mohyla"", ""Jan Mal\u00edk"", ""Jan R\u00e9vai"", ""M\u00e1rio Wild"", ""Tom\u00e1s B\u00f6hm"", ""Zdenek Bub\u00e1k"", ""Jan Loukota"", ""Jan Bursa"", ""Petr Krusalnicky"", ""Jaroslav Misek"", ""Karel V\u00e1vrovec"", ""Jaroslav Peterka"", ""Milos Kulhavy"", ""Ivan Mares"", ""Lennox Brown"", ""Andr\u00e9 Hyde-Braithwaite"", ""Pavel Cajzl"", ""Olga Lounov\u00e1"", ""Stephen R. Peluso"", ""John Salvitti"", ""Rey-Phillip Santos"", ""Kenji Tanigaki"", ""Michael Woods""]",Guillermo del Toro
11321,[],Gabriele Muccino
70074,"[""Sylvester Stallone"", ""Sung Kang"", ""Sarah Shahi"", ""Adewale Akinnuoye-Agbaje"", ""Jason Momoa"", ""Christian Slater"", ""Jon Seda"", ""Holt McCallany"", ""Brian Van Holt"", ""Weronika Rosati"", ""Dominique DuVernay"", ""Don Thai Theerathada"", ""Dana Gourrier"", ""Douglas M. Griffin"", ""Donna DuPlantier"", ""Andrea Frankle"", ""Teri Wyble"", ""Lin Oeding"", ""Marcus Lyle Brown""]",Walter Hill
242,[],Francis Ford Coppola
9621,"[""Orlando Bloom"", ""Kirsten Dunst"", ""Susan Sarandon"", ""Alec Baldwin"", ""Bruce McGill"", ""Judy Greer"", ""Jessica Biel"", ""Paul Schneider"", ""Jed Rees"", ""Paula Deen"", ""Tim Devitt"", ""Loudon Wainwright III"", ""Jim Fitzpatrick""]",Cameron Crowe
1819,[],"Anthony Russo,Joe Russo"
8536,[],Richard Lester
8046,"[""Ben Affleck"", ""Jennifer Lopez"", ""Justin Bartha"", ""Lainie Kazan"", ""Lenny Venito"", ""Missy Crider"", ""Al Pacino"", ""Christopher Walken"", ""Terry Camilleri"", ""David Backus"", ""Robert Silver"", ""Luis Alberto Mart\u00ednez Barrios"", ""Todd Giebenhain"", ""Brian Sites"", ""Brian Casey"", ""Les Bradford"", ""David Bonfadini"", ""Dwight Ketchum""]",Martin Brest
1717,"[""Sean Penn"", ""Jude Law"", ""Kate Winslet"", ""James Gandolfini"", ""Patricia Clarkson"", ""Mark Ruffalo"", ""Anthony Hopkins"", ""Kathy Baker"", ""Jackie Earle Haley"", ""Travis Champagne"", ""Connor Fox"", ""Montgomery John""]",Steven Zaillian
479,"[""Samuel L. Jackson"", ""Jeffrey Wright"", ""Christian Bale"", ""Busta Rhymes"", ""Dan Hedaya"", ""Toni Collette"", ""Richard Roundtree"", ""Pat Hingle"", ""Philip Bosco"", ""Vanessa Williams"", ""Lee Tergesen"", ""Gordon Parks""]",John Singleton
9444,"[""Meg Ryan"", ""John Cusack"", ""Christopher Lloyd"", ""Angela Lansbury"", ""Hank Azaria"", ""Kelsey Grammer"", ""Bernadette Peters"", ""Kirsten Dunst"", ""Andrea Martin"", ""Glenn Walker Harris Jr."", ""Lacey Chabert"", ""J.K. Simmons""]",
824,[],Baz Luhrmann
11456,[],Harold Becker
261023,[],
3683,[],
22803,[],F. Gary Gray
285923,[],"Robert Rodriguez,Quentin Tarantino,Edgar Wright,Eli Roth,Rob Zombie,Jason Eisener"
39437,"[""Oprah Winfrey"", ""Danny Glover"", ""Thandie Newton"", ""Lisa Gay Hamilton"", ""Albert Hall"", ""Irma P. Hall"", ""Kimberly Elise"", ""Beah Richards"", ""Vertamae Grosvenor""]",Jonathan Demme
1950,"[""Eric Bana"", ""Drew Barrymore"", ""Robert Duvall"", ""Debra Messing"", ""Robert Downey Jr."", ""Phyllis Somerville"", ""Horatio Sanz"", ""Michael Shannon""]",Curtis Hanson
640,[],Steven Spielberg
97630,"[""Jessica Chastain"", ""Jason Clarke"", ""Mark Strong"", ""Joel Edgerton"", ""Chris Pratt"", ""Kyle Chandler"", ""Edgar Ram\u00edrez"", ""Mark Duplass"", ""Scott Adkins"", ""Jennifer Ehle"", ""Ricky Sekhon"", ""Reda Kateb"", ""Harold Perrineau"", ""Jeremy Strong"", ""J.J. Kandel"", ""James Gandolfini"", ""Stephen Dillane"", ""John Schwab"", ""Martin Delaney"", ""John Barrowman"", ""Jeff Mash"", ""Taylor Kinney"", ""Callan Mulvey"", ""Siaosi Fonua"", ""Phil Somerville"", ""Nash Edgerton"", ""Mike Colter"", ""Jessica Collins"", ""Frank Grillo"", ""Fares Fares"", ""Alexander Karim""]",Kathryn Bigelow
9767,[],Peyton Reed
11631,[],Phyllida Lloyd
32856,"[""Jessica Alba"", ""Jessica Biel"", ""Bradley Cooper"", ""Eric Dane"", ""Patrick Dempsey"", ""H\u00e9ctor Elizondo"", ""Jamie Foxx"", ""Jennifer Garner"", ""Topher Grace"", ""Anne Hathaway"", ""Carter Jenkins"", ""Ashton Kutcher"", ""Queen Latifah"", ""George Lopez"", ""Shirley MacLaine"", ""Emma Roberts"", ""Julia Roberts"", ""Taylor Lautner"", ""Kathy Bates"", ""Taylor Swift"", ""Derek Theler"", ""Katherine LaNasa"", ""Joseph Leo Bwarie""]",Garry Marshall
6519,[],
8741,[],Terrence Malick
49520,[],David Dobkin
1850,[],Miloš Forman
524,[],Martin Scorsese
26389,[],Pierre Morel
11817,"[""Seann William Scott"", ""Jaime King"", ""Karel Roden"", ""Chow Yun-fat"", ""K. C. Collins"", ""Victoria Smurfit"", ""Marcus Jean Pirae"", ""Mako"", ""Roger Yuan"", ""Sean Bell"", ""Kishaya Dudley"", ""Rob Archer"", ""Mauricio Rodas"", ""Bayo Akinfemi"", ""Russell Yuen""]",Paul Hunter
2123,"[""Jim Carrey"", ""Ren\u00e9e Zellweger"", ""Anthony Anderson"", ""Robert Forster"", ""Richard Jenkins"", ""Zen Gesner"", ""Mongo Brownlee"", ""Jerod Mixon"", ""Chris Cooper"", ""Cam Neely"", ""Shannon Whirry"", ""Traylor Howard"", ""Tony Cox"", ""Rob Moran"", ""Nikki Tyler-Flynn"", ""Steve Tyler""]",
9907,[],Steve Oedekerk
9969,[],John Whitesell
18239,[],Chris Weitz
808,[],"Andrew Adamson,Vicky Jenson"
38050,[],George Nolfi
8367,"[""Kevin Costner"", ""Morgan Freeman"", ""Christian Slater"", ""Mary Elizabeth Mastrantonio"", ""Alan Rickman"", ""Geraldine McEwan"", ""Michael McShane"", ""Brian Blessed"", ""Michael Wincott"", ""Nick Brimble"", ""Soo Drouet"", ""Sean Connery"", ""Bryan Adams"", ""Daniel Peacock"", ""Walter Sparrow"", ""Harold Innocent"", ""Jack Wild"", ""Howard Lew Lewis"", ""John Hallam"", ""Pat Roach"", ""Derek Deadman"", ""John Tordoff"", ""Michael Goldie"", ""Liam Halligan"", ""Marc Zuber"", ""Merelina Kendall"", ""Imogen Bain"", ""Jimmy Gardner"", ""Bobby Parr"", ""Douglas Blackwell"", ""Andy Hockley"", ""Christopher Adamson"", ""Richard Strange"", ""Susannah Corbett"", ""Daniel Newman""]",Kevin Reynolds
9390,[],Cameron Crowe
72105,[],Seth MacFarlane
2898,[],
10312,[],
109443,[],Adam McKay
2022,"[""Adam Sandler"", ""Winona Ryder"", ""John Turturro"", ""Allen Covert"", ""Peter Gallagher"", ""Erick Avari"", ""Jared Harris"", ""Steve Buscemi"", ""Conchata Ferrell"", ""Peter Dante"", ""Harve Presnell"", ""Brandon Molale"", ""John McEnroe""]",Steven Brill
37686,[],J.J. Abrams
462,"[""Julia Roberts"", ""Albert Finney"", ""Aaron Eckhart"", ""Marg Helgenberger"", ""Cherry Jones"", ""Veanne Cox"", ""Conchata Ferrell"", ""Tracey Walter"", ""Peter Coyote"", ""Erin Brockovich""]",
9919,"[""Kate Hudson"", ""Matthew McConaughey"", ""Kathryn Hahn"", ""Annie Parisse"", ""Adam Goldberg"", ""Thomas Lennon"", ""Michael Michele"", ""Shalom Harlow"", ""Robert Klein"", ""Bebe Neuwirth"", ""Samantha Quan"", ""Justin Peroff"", ""Celia Weston"", ""James Murtaugh"", ""Rebecca Harris"", ""Archie MacGregor"", ""John DiResta"", ""Scott Benes"", ""Zachary Benes"", ""William Hill"", ""Georgia Craig"", ""Andrew Moodie""]",Donald Petrie
187017,[],"Phil Lord,Christopher Miller"
628,"[""Brad Pitt"", ""Tom Cruise"", ""Kirsten Dunst"", ""Antonio Banderas"", ""Christian Slater"", ""Stephen Rea"", ""Thandie Newton"", ""Domiziana Giordano"", ""Sara Stockbridge"", ""Indra Ov\u00e9"", ""Laure Marsac"", ""Andrew Tiernan"", ""Bellina Logan"", ""George Kelly"", ""Helen McCrory""]",Neil Jordan
10201,[],Peyton Reed
302699,[],Rawson Marshall Thurber
9441,[],Chris Columbus
274167,"[""Will Ferrell"", ""Mark Wahlberg"", ""Linda Cardellini"", ""Thomas Haden Church"", ""Scarlett Estevez"", ""Owen Vaccaro"", ""Bobby Cannavale"", ""Hannibal Buress"", ""John Cena"", ""Alessandra Ambrosio"", ""Didi Costine"", ""Bill Burr"", ""Jamie Denbo"", ""LaMonica Garrett"", ""Paul Scheer"", ""Kerry Cahill"", ""Mark L. Young"", ""Olivia Renee Dupepe"", ""Billy Slaughter"", ""Dave Davis"", ""James Harlon Palmer""]",Sean Anders
224141,[],Rob Marshall
388,[],Spike Lee
2112,"[""Mel Gibson"", ""Kris Kristofferson"", ""Gregg Henry"", ""Maria Bello"", ""David Paymer"", ""Bill Duke"", ""Deborah Kara Unger"", ""John Glover"", ""William Devane"", ""Lucy Liu"", ""Jack Conley"", ""James Coburn"", ""Trevor St. John"", ""Freddy Rodr\u00edguez""]",
10329,[],Frank Marshall
74465,"[""Matt Damon"", ""Scarlett Johansson"", ""Thomas Haden Church"", ""Colin Ford"", ""Maggie Elizabeth Jones"", ""Angus Macfadyen"", ""Elle Fanning"", ""Patrick Fugit"", ""John Michael Higgins"", ""Stephanie Szostak"", ""Carla Gallo"", ""Desi Lydic"", ""Crystal the Monkey"", ""Dustin Ybarra"", ""Michael Panes""]",Cameron Crowe
13811,[],Alex Proyas
6877,"[""Matthew McConaughey"", ""Sarah Jessica Parker"", ""Zooey Deschanel"", ""Justin Bartha"", ""Bradley Cooper"", ""Terry Bradshaw"", ""Kathy Bates"", ""Tyrel Jackson Williams"", ""Katheryn Winnick"", ""Patton Oswalt"", ""Rob Corddry"", ""Stephen Tobolowsky""]",Tom Dey
10320,[],
50646,"[""Steve Carell"", ""Julianne Moore"", ""Ryan Gosling"", ""Emma Stone"", ""Marisa Tomei"", ""Kevin Bacon"", ""Analeigh Tipton"", ""Jonah Bobo"", ""Joey King"", ""Beth Littleford"", ""John Carroll Lynch"", ""Liza Lapira"", ""Josh Groban"", ""Mekia Cox"", ""Julianna Guill"", ""Crystal Reed"", ""Zayne Emory"", ""Joanne Brooks"", ""Caitlin Thompson"", ""Karolina Wydra"", ""Tracy Mulholland"", ""Katerina Mikailenko"", ""Janine Barris"", ""Jenny Mollen"", ""Jessica Diz"", ""Olga Fonda"", ""Brian Patrick Butler"", ""Julianna Rose""]","Glenn Ficarra,John Requa"
8920,"[""Bill Murray"", ""Breckin Meyer"", ""Jennifer Love Hewitt"", ""Stephen Tobolowsky"", ""Evan Arnold"", ""Mark Christopher Lawrence"", ""Vanessa Christelle"", ""Daamen J. Krall"", ""Eve Brent"", ""Bill Hoag"", ""Michael Monks"", ""Mel Rodriguez"", ""Juliette Goglia"", ""Jerry Hauck""]",Peter Hewitt
13673,[],Joe Roth
60308,[],
6950,"[""Dustin Hoffman"", ""Rene Russo"", ""Morgan Freeman"", ""Kevin Spacey"", ""Cuba Gooding Jr."", ""Donald Sutherland"", ""Patrick Dempsey"", ""Benito Martinez"", ""Malick Bowens"", ""Zakes Mokae"", ""Bruce Jarchow"", ""Dale Dye"", ""Conrad Bachmann"", ""Susan Lee Hoffman""]",Wolfgang Petersen
225574,[],Jaume Collet-Serra
13836,"[""Dwayne Johnson"", ""AnnaSophia Robb"", ""Alexander Ludwig"", ""Carla Gugino"", ""Chris Marquette"", ""Kim Richards"", ""Meredith Salenger"", ""Ciar\u00e1n Hinds"", ""Tom Everett Scott"", ""Billy Brown"", ""Tom Woodruff Jr."", ""Bob Clendenin"", ""Robert Torti"", ""John Kassir"", ""Garry Marshall"", ""Ike Eisenmann"", ""Cheech Marin"", ""Harry S. Murphy"", ""John Duff"", ""Bob Koherr"", ""Kevin Christy"", ""Sam Wolfson"", ""Bryan Fogel"", ""Beth Kennedy"", ""Jonathan Slavin"", ""Ted Hartley"", ""Thomas Conroy"", ""Andrew Shaifer"", ""Suzanne Krull"", ""Steven Rosenbaum"", ""Christine Lakin"", ""Corri English"", ""Randy Dunham"", ""Jeff LeGore"", ""Danny Reuland"", ""Don Ian"", ""Dave Engfer"", ""Omar J. Dorsey"", ""Joseph Leo Bwarie"", ""Paul Nygro"", ""Brandon Scott Miller"", ""Dennis Hayden"", ""Huang Sheng-Yi"", ""Hiromi Oshima"", ""Christina Wun""]",Andy Fickman
752,[],
6038,[],David Dobkin
9975,[],
11451,"[""Lindsay Lohan"", ""Michael Keaton"", ""Matt Dillon"", ""Breckin Meyer"", ""Justin Long"", ""Cheryl Hines"", ""Jimmi Simpson"", ""Scoot McNairy"", ""Thomas Lennon"", ""Jill Ritchie"", ""Jeremy Roberts"", ""E.E. Bell"", ""Peter Pasco"", ""Mario Larraza"", ""Patrick Cranshaw"", ""Wendi McLendon-Covey""]",
12103,"[""Michael Douglas"", ""Sean Bean"", ""Brittany Murphy"", ""Skye McCole Bartusiak"", ""Guy Torry"", ""Jennifer Esposito"", ""Shawn Doyle"", ""Victor Argo"", ""Conrad Goode"", ""Paul Schulze"", ""Lance Reddick"", ""Famke Janssen"", ""Oliver Platt"", ""Aidan Devine"", ""Alex Campbell"", ""David Warshofsky""]",
60304,"[""Jeremy Renner"", ""Gemma Arterton"", ""Famke Janssen"", ""Pihla Viitala"", ""Derek Mears"", ""Peter Stormare"", ""Thomas Mann"", ""Ingrid Bols\u00f8 Berdal"", ""Zo\u00eb Bell"", ""Joanna Kulig"", ""Monique Ganderton"", ""Stephanie Corneliussen"", ""Christian Rubeck"", ""Thomas Scharff"", ""Kathrin K\u00fchnel"", ""Cedric Eich"", ""Alea Sophia Boudodimos"", ""Matthias Ziesing"", ""Sebastian H\u00fclk"", ""Vegar Hoel"", ""Jeppe Beck Laursen"", ""Stig Frode Henriksen"", ""Rainer Bock""]",
2251,"[""Richard Gere"", ""Diane Lane"", ""Olivier Martinez"", ""Erik Per Sullivan"", ""Zeljko Ivanek"", ""Dominic Chianese"", ""Kate Burton"", ""Chad Lowe"", ""Gary Basaraba"", ""Myra Lucretia Taylor"", ""Michelle Monaghan"", ""Margaret Colin""]",Adrian Lyne
46529,[],D.J. Caruso
231,[],Stephen Gaghan
300671,[],
228326,"[""Diego Luna"", ""Channing Tatum"", ""Zoe Saldana"", ""Christina Applegate"", ""Eugenio Derbez"", ""Cheech Marin"", ""Gabriel Iglesias"", ""Ron Perlman"", ""Kate del Castillo"", ""Ana de la Reguera"", ""Anjelah Johnson"", ""Dan Navarro"", ""Ice Cube"", ""H\u00e9ctor Elizondo"", ""Danny Trejo"", ""Carlos Alazraqui"", ""Emil-Bastien Bouffard"", ""Elias Garza"", ""Genesis Ochoa"", ""Pl\u00e1cido Domingo"", ""Grey Griffin"", ""Trey Bumpass"", ""Miguel Sandoval"", ""Ben Gleib"", ""Ricardo El Mandril Sanchez"", ""Ishan Sharma"", ""Jorge R. Gutierrez"", ""Grey DeLisle""]",Jorge R. Gutierrez
9754,"[""Harrison Ford"", ""Paul Bettany"", ""Virginia Madsen"", ""Carly Schroeder"", ""Jimmy Bennett"", ""Mary Lynn Rajskub"", ""Robert Patrick"", ""Robert Forster"", ""Alan Arkin"", ""Matthew Currie Holmes"", ""Candus Churchill"", ""David Lewis"", ""Zahf Paroo"", ""Pat Jenkinson"", ""Gail Ann Lewis"", ""Finn Michael"", ""Andrew McNee"", ""Nikolaj Coster-Waldau"", ""Vince Vieluf""]",Richard Loncraine
66,"[""Clint Eastwood"", ""Gene Hackman"", ""Ed Harris"", ""Scott Glenn"", ""Laura Linney"", ""Judy Davis"", ""Dennis Haysbert"", ""Alison Eastwood"", ""Melora Hardin"", ""E.G. Marshall"", ""Richard Jenkins""]",Clint Eastwood
4421,[],Ridley Scott
2649,[],David Fincher
588,[],Christophe Gans
10393,[],Howard Deutch
71552,[],"Jon Hurwitz,Hayden Schlossberg"
9631,[],
216282,[],
306,"[""Eddie Murphy"", ""Judge Reinhold"", ""H\u00e9ctor Elizondo"", ""Gilbert R. Hill"", ""Timothy Carhart"", ""Bronson Pinchot"", ""Stephen McHattie"", ""Theresa Randle"", ""John Saxon"", ""Jon Tenney"", ""Joey Travolta"", ""Eugene Collier"", ""Jimmy Ortega"", ""Ousaun Elam"", ""Ray Lykins"", ""Tim Gilbert"", ""Julie Strain"", ""Heather Elizabeth Parkhurst"", ""Joe Dante"", ""Ray Harryhausen"", ""Arthur Hiller"", ""George Lucas"", ""Peter Medak""]",John Landis
928,"[""Zach Galligan"", ""Phoebe Cates"", ""John Glover"", ""Robert Prosky"", ""Robert Picardo"", ""Christopher Lee"", ""Haviland Morris"", ""Jackie Joseph"", ""Gedde Watanabe"", ""Keye Luke"", ""Kathleen Freeman"", ""Don Stanton"", ""Dan Stanton"", ""Shawn Nelson"", ""Dick Miller"", ""Paul Bartel"", ""John Astin"", ""Henry Gibson"", ""Leonard Maltin"", ""Hulk Hogan"", ""Tony Randall"", ""Howie Mandel"", ""Frank Welker"", ""Belinda Balaski"", ""Rick Ducommun"", ""Julia Sweeney"", ""Sylvester Stallone""]",Joe Dante
205587,[],
6623,[],
1577,"[""Milla Jovovich"", ""Sienna Guillory"", ""Oded Fehr"", ""Thomas Kretschmann"", ""Sophie Vavasseur"", ""Razaaq Adoti"", ""Jared Harris"", ""Mike Epps"", ""Sandrine Holt"", ""Matthew G. Taylor"", ""Zack Ward"", ""Iain Glen"", ""Dave Nichols"", ""Stefan Hayes"", ""Geoffrey Pounsett"", ""Shaun Austin-Olsen"", ""Geny Walters"", ""Megan Fahlenbock"", ""Robert Morelli"", ""Aaron Abrams"", ""Chris Benson"", ""Martin Martinuzzi"", ""Brad Borbridge"", ""Frank Chiesurin"", ""Ron Benjamin"", ""Kevin Hare"", ""Heather Dick"", ""Alex Courey"", ""John Detoro"", ""Billy Khoury"", ""Sava Drayton"", ""Nicole Ann St. Hill"", ""Ricardo Betancourt"", ""Ted Ludzik"", ""Michelle Latimer"", ""Catherine Burdon"", ""Rebecca Sims"", ""Christopher Weedon"", ""Billy Parrott"", ""Derek Aasland"", ""Richard Harte"", ""Simon Girard"", ""Dean Copkov"", ""Jeff White"", ""Tim Burd"", ""Natalie Charles"", ""Pierre Henry"", ""Jim Codrington"", ""Deborah Valente"", ""Malcolm Fiddick"", ""Malcolm Xerxes"", ""Michy Gustavia"", ""Shane Mackinnon"", ""Ed Fielding"", ""Stephen R. Hart"", ""Sandi Stahlbrand"", ""Christopher Marren"", ""Tom Gerhardt"", ""Amber Marshall"", ""Venice Grant"", ""Ana Danilina"", ""Ingrid Johansson"", ""Jeffrey Weedon"", ""Melanie Tonello"", ""Annabel Chu"", ""Joey Jefferson"", ""Heather Braaten"", ""Joey Beck"", ""Eric Morgan"", ""Gene Pyrz"", ""Torquil Colbo"", ""Joan Moore"", ""Peter C. Wylde"", ""Garry Geddes"", ""Dionne Renee"", ""Janessa Crimi"", ""Dan Ellery"", ""Sharon Moore"", ""Jo Chim"", ""Bobby Prochaska"", ""Jazz Mann"", ""Larissa Gomes"", ""Gregory White"", ""Roman Podhora"", ""Brian King"", ""Rob Hall"", ""Eric Mabius""]",
9801,[],Beeban Kidron
