id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,production_companies,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,cast,director,features_text
6552,Idle Hands,MOVIE,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",1999,,92.0,"[""Thriller"", ""Comedy"", ""Horror""]",[],,"[""Columbia Pictures Corporation"", ""Team Todd"", ""Licht/Mueller Film Corporation""]",,0,0,8.583217,6.1,"[""Devon Sawa"", ""Seth Green"", ""Jessica Alba"", ""Vivica A. Fox"", ""Christopher Hart"", ""Jack Noseworthy"", ""Katie Wright"", ""Sean Whalen"", ""Nicholas Sadler"", ""Elden Henson"", ""Fred Willard"", ""Connie Ray"", ""Steve Van Wormer"", ""Kelly Monaco"", ""Timothy Stack"", ""Joey Slotnick"", ""Sabrina Lu"", ""Kyle Gass"", ""Mindy Sterling"", ""Donna W. Scott"", ""Randy Oglesby"", ""Molly Maslin"", ""Carl Gabriel Yorke"", ""Dexter Holland"", ""Tom DeLonge""]",Rodman Flender,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all. Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all. [""Thriller"", ""Comedy"", ""Horror""] [""Thriller"", ""Comedy"", ""Horror""] [""Thriller"", ""Comedy"", ""Horror""] [""Columbia Pictures Corporation"", ""Team Todd"", ""Licht/Mueller Film Corporation""] [""Columbia Pictures Corporation"", ""Team Todd"", ""Licht/Mueller Film Corporation""] [""Devon Sawa"", ""Seth Green"", ""Jessica Alba"", ""Vivica A. Fox"", ""Christopher Hart"", ""Jack Noseworthy"", ""Katie Wright"", ""Sean Whalen"", ""Nicholas Sadler"", ""Elden Henson"", ""Fred Willard"", ""Connie Ray"", ""Steve Van Wormer"", ""Kelly Monaco"", ""Timothy Stack"", ""Joey Slotnick"", ""Sabrina Lu"", ""Kyle Gass"", ""Mindy Sterling"", ""Donna W. Scott"", ""Randy Oglesby"", ""Molly Maslin"", ""Carl Gabriel Yorke"", ""Dexter Holland"", ""Tom DeLonge""] Rodman Flender Idle Hands"
1018,Mulholland Drive,MOVIE,"After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",2001,,147.0,"[""Thriller"", ""Drama"", ""Mystery""]",[],,"[""Asymmetrical Productions"", ""Les Films Alain Sarde"", ""Babbo Inc."", ""The Picture Factory"", ""Canal+""]",,0,0,31.60985,7.6,[],David Lynch,"After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality. After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality. [""Thriller"", ""Drama"", ""Mystery""] [""Thriller"", ""Drama"", ""Mystery""] [""Thriller"", ""Drama"", ""Mystery""] [""Asymmetrical Productions"", ""Les Films Alain Sarde"", ""Babbo Inc."", ""The Picture Factory"", ""Canal+""] [""Asymmetrical Productions"", ""Les Films Alain Sarde"", ""Babbo Inc."", ""The Picture Factory"", ""Canal+""] [] David Lynch Mulholland Drive"
10075,Blood and Chocolate,MOVIE,A young teenage werewolf is torn between honoring her family's secret and her love for a man.,2007,,98.0,"[""Drama"", ""Fantasy"", ""Horror"", ""Romance""]",[],,"[""Lakeshore Entertainment"", ""Metro-Goldwyn-Mayer (MGM)"", ""Daniel Bobker Productions"", ""Berrick Filmproduktion"", ""Blood & Chocolate Productions Ltd""]",,0,0,12.295216,5.4,[],,"A young teenage werewolf is torn between honoring her family's secret and her love for a man. A young teenage werewolf is torn between honoring her family's secret and her love for a man. [""Drama"", ""Fantasy"", ""Horror"", ""Romance""] [""Drama"", ""Fantasy"", ""Horror"", ""Romance""] [""Drama"", ""Fantasy"", ""Horror"", ""Romance""] [""Lakeshore Entertainment"", ""Metro-Goldwyn-Mayer (MGM)"", ""Daniel Bobker Productions"", ""Berrick Filmproduktion"", ""Blood & Chocolate Productions Ltd""] [""Lakeshore Entertainment"", ""Metro-Goldwyn-Mayer (MGM)"", ""Daniel Bobker Productions"", ""Berrick Filmproduktion"", ""Blood & Chocolate Productions Ltd""] [] nan Blood and Chocolate"
38031,You Will Meet a Tall Dark Stranger,MOVIE,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.",2010,,98.0,"[""Comedy"", ""Drama"", ""Romance""]",[],,"[""Antena 3 Films""]",,0,0,12.4654,5.8,[],Woody Allen,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married. Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married. [""Comedy"", ""Drama"", ""Romance""] [""Comedy"", ""Drama"", ""Romance""] [""Comedy"", ""Drama"", ""Romance""] [""Antena 3 Films""] [""Antena 3 Films""] [] Woody Allen You Will Meet a Tall Dark Stranger"
42188,Never Let Me Go,MOVIE,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",2010,,104.0,"[""Drama"", ""Romance"", ""Science Fiction""]",[],,"[""Fox Searchlight Pictures"", ""DNA Films"", ""Film4""]",,0,0,30.983397,6.8,"[""Carey Mulligan"", ""Andrew Garfield"", ""Keira Knightley"", ""Domhnall Gleeson"", ""Andrea Riseborough"", ""Charlotte Rampling"", ""Sally Hawkins"", ""Izzy Meikle-Small"", ""Charlie Rowe"", ""Ella Purnell"", ""Lydia Wilson"", ""Nathalie Richard"", ""Christina Carrafiell"", ""Kate Bowes Renna"", ""Hannah Sharp"", ""Oliver Parsons"", ""David Sterne"", ""Chidi Chickwe"", ""Monica Dolan"", ""Amy Lennox"", ""Kate Sissons"", ""Luke Bryant"", ""Fidelis Morgan"", ""Damien Thomas""]",Mark Romanek,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them. As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them. [""Drama"", ""Romance"", ""Science Fiction""] [""Drama"", ""Romance"", ""Science Fiction""] [""Drama"", ""Romance"", ""Science Fiction""] [""Fox Searchlight Pictures"", ""DNA Films"", ""Film4""] [""Fox Searchlight Pictures"", ""DNA Films"", ""Film4""] [""Carey Mulligan"", ""Andrew Garfield"", ""Keira Knightley"", ""Domhnall Gleeson"", ""Andrea Riseborough"", ""Charlotte Rampling"", ""Sally Hawkins"", ""Izzy Meikle-Small"", ""Charlie Rowe"", ""Ella Purnell"", ""Lydia Wilson"", ""Nathalie Richard"", ""Christina Carrafiell"", ""Kate Bowes Renna"", ""Hannah Sharp"", ""Oliver Parsons"", ""David Sterne"", ""Chidi Chickwe"", ""Monica Dolan"", ""Amy Lennox"", ""Kate Sissons"", ""Luke Bryant"", ""Fidelis Morgan"", ""Damien Thomas""] Mark Romanek Never Let Me Go"
112430,The Company,MOVIE,"Real-life figures from the Cold War era mix with a fictional story based on a group of CIA operatives and their counterparts in the KGB, MI6, and the Mossad.",2007,,276.0,"[""Drama""]",[],,[],,0,0,1.485324,7.0,[],Mikael Salomon,"Real-life figures from the Cold War era mix with a fictional story based on a group of CIA operatives and their counterparts in the KGB, MI6, and the Mossad. Real-life figures from the Cold War era mix with a fictional story based on a group of CIA operatives and their counterparts in the KGB, MI6, and the Mossad. [""Drama""] [""Drama""] [""Drama""] [] [] [] Mikael Salomon The Company"
6687,Transsiberian,MOVIE,A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,2008,,111.0,"[""Thriller"", ""Crime"", ""Mystery""]",[],,"[""Lietuvos Kinostudija"", ""Scout Productions"", ""Telecinco Cinema"", ""Castelao Producciones"", ""Canal+ España"", ""Future Films"", ""Filmax International"", ""Filmax Group"", ""Universum Film (UFA)""]",,0,0,11.428903,6.5,"[""Woody Harrelson"", ""Emily Mortimer"", ""Kate Mara"", ""Eduardo Noriega"", ""Thomas Kretschmann"", ""Ben Kingsley"", ""Etienne Chicot"", ""Mac McDonald"", ""Colin Stinton"", ""Perlis Vaisieta"", ""Mindaugas Papinigis"", ""Mindaugas Capas"", ""Visockaite Sonata"", ""Larisa Kalpokait\u0117"", ""Andrius Paulavi\u010dius"", ""Larisa Kalpokait\u0117""]",Brad Anderson,"A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers. A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers. [""Thriller"", ""Crime"", ""Mystery""] [""Thriller"", ""Crime"", ""Mystery""] [""Thriller"", ""Crime"", ""Mystery""] [""Lietuvos Kinostudija"", ""Scout Productions"", ""Telecinco Cinema"", ""Castelao Producciones"", ""Canal+ España"", ""Future Films"", ""Filmax International"", ""Filmax Group"", ""Universum Film (UFA)""] [""Lietuvos Kinostudija"", ""Scout Productions"", ""Telecinco Cinema"", ""Castelao Producciones"", ""Canal+ España"", ""Future Films"", ""Filmax International"", ""Filmax Group"", ""Universum Film (UFA)""] [""Woody Harrelson"", ""Emily Mortimer"", ""Kate Mara"", ""Eduardo Noriega"", ""Thomas Kretschmann"", ""Ben Kingsley"", ""Etienne Chicot"", ""Mac McDonald"", ""Colin Stinton"", ""Perlis Vaisieta"", ""Mindaugas Papinigis"", ""Mindaugas Capas"", ""Visockaite Sonata"", ""Larisa Kalpokait\u0117"", ""Andrius Paulavi\u010dius"", ""Larisa Kalpokait\u0117""] Brad Anderson Transsiberian"
13853,The Clan of the Cave Bear,MOVIE,"Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive.",1986,,98.0,"[""Adventure"", ""Drama""]",[],,"[""The Guber-Peters Company"", ""Warner Bros."", ""Producers Sales Organization (PSO)"", ""Jonesfilm"", ""The Jozak Company"", ""Decade""]",,0,0,5.484679,4.8,"[""Daryl Hannah"", ""Pamela Reed"", ""James Remar"", ""Thomas G. Waites"", ""John Doolittle"", ""Curtis Armstrong"", ""Martin Doyle"", ""Nicole Eggert"", ""Salome Jens""]",Michael Chapman,"Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive. Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive. [""Adventure"", ""Drama""] [""Adventure"", ""Drama""] [""Adventure"", ""Drama""] [""The Guber-Peters Company"", ""Warner Bros."", ""Producers Sales Organization (PSO)"", ""Jonesfilm"", ""The Jozak Company"", ""Decade""] [""The Guber-Peters Company"", ""Warner Bros."", ""Producers Sales Organization (PSO)"", ""Jonesfilm"", ""The Jozak Company"", ""Decade""] [""Daryl Hannah"", ""Pamela Reed"", ""James Remar"", ""Thomas G. Waites"", ""John Doolittle"", ""Curtis Armstrong"", ""Martin Doyle"", ""Nicole Eggert"", ""Salome Jens""] Michael Chapman The Clan of the Cave Bear"
31306,Crazy in Alabama,MOVIE,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,1999,,111.0,"[""Comedy"", ""Drama""]",[],,"[""Columbia Pictures"", ""Green Moon Productions""]",,0,0,5.770246,6.5,[],Antonio Banderas,"An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff. An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff. [""Comedy"", ""Drama""] [""Comedy"", ""Drama""] [""Comedy"", ""Drama""] [""Columbia Pictures"", ""Green Moon Productions""] [""Columbia Pictures"", ""Green Moon Productions""] [] Antonio Banderas Crazy in Alabama"
8461,Funny Games,MOVIE,"When Ann, husband George and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",2007,,112.0,"[""Horror"", ""Thriller"", ""Crime""]",[],,"[""Celluloid Dreams"", ""Tartan Films"", ""Film4"", ""Warner Independent Pictures (WIP)""]",,0,0,15.175289,6.3,"[""Naomi Watts"", ""Tim Roth"", ""Michael Pitt"", ""Brady Corbet"", ""Devon Gearhart"", ""Boyd Gaines"", ""Robert LuPone"", ""Susanne C. Hanke"", ""Linda Moran"", ""Siobhan Fallon""]",Michael Haneke,"When Ann, husband George and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive. When Ann, husband George and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive. [""Horror"", ""Thriller"", ""Crime""] [""Horror"", ""Thriller"", ""Crime""] [""Horror"", ""Thriller"", ""Crime""] [""Celluloid Dreams"", ""Tartan Films"", ""Film4"", ""Warner Independent Pictures (WIP)""] [""Celluloid Dreams"", ""Tartan Films"", ""Film4"", ""Warner Independent Pictures (WIP)""] [""Naomi Watts"", ""Tim Roth"", ""Michael Pitt"", ""Brady Corbet"", ""Devon Gearhart"", ""Boyd Gaines"", ""Robert LuPone"", ""Susanne C. Hanke"", ""Linda Moran"", ""Siobhan Fallon""] Michael Haneke Funny Games"
331592,Listening,MOVIE,"For years, we have tried to harness the power of the human mind… and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandora’s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.",2015,,100.0,"[""Drama"", ""Thriller"", ""Science Fiction""]",[],,"[""Young Medium"", ""Listen Film""]",,0,0,2.414721,5.5,"[""Thomas Stroppel"", ""Artie Ahr"", ""Amber Marie Bollinger"", ""Christine Haeberman"", ""Steve Hanks"", ""Buddy Daniels""]",,"For years, we have tried to harness the power of the human mind… and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandora’s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts. For years, we have tried to harness the power of the human mind… and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandora’s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts. [""Drama"", ""Thriller"", ""Science Fiction""] [""Drama"", ""Thriller"", ""Science Fiction""] [""Drama"", ""Thriller"", ""Science Fiction""] [""Young Medium"", ""Listen Film""] [""Young Medium"", ""Listen Film""] [""Thomas Stroppel"", ""Artie Ahr"", ""Amber Marie Bollinger"", ""Christine Haeberman"", ""Steve Hanks"", ""Buddy Daniels""] nan Listening"
47692,Felicia's Journey,MOVIE,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",1999,,116.0,"[""Drama""]",[],,"[""Alliance Atlantis Communications"", ""Icon Entertainment International"", ""Marquis Films Ltd""]",,0,0,0.470645,6.6,[],Atom Egoyan,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken. A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken. [""Drama""] [""Drama""] [""Drama""] [""Alliance Atlantis Communications"", ""Icon Entertainment International"", ""Marquis Films Ltd""] [""Alliance Atlantis Communications"", ""Icon Entertainment International"", ""Marquis Films Ltd""] [] Atom Egoyan Felicia's Journey"
19,Metropolis,MOVIE,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",1927,,153.0,"[""Drama"", ""Science Fiction""]",[],,"[""Paramount Pictures"", ""Universum Film (UFA)""]",,0,0,32.351527,8.0,[],Fritz Lang,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences. In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences. [""Drama"", ""Science Fiction""] [""Drama"", ""Science Fiction""] [""Drama"", ""Science Fiction""] [""Paramount Pictures"", ""Universum Film (UFA)""] [""Paramount Pictures"", ""Universum Film (UFA)""] [] Fritz Lang Metropolis"
10045,District B13,MOVIE,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",2004,,84.0,"[""Action"", ""Thriller"", ""Science Fiction""]",[],,"[""Canal Plus"", ""TF1 Films Production"", ""EuropaCorp""]",,0,0,17.493735,6.5,[],Pierre Morel,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb. Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb. [""Action"", ""Thriller"", ""Science Fiction""] [""Action"", ""Thriller"", ""Science Fiction""] [""Action"", ""Thriller"", ""Science Fiction""] [""Canal Plus"", ""TF1 Films Production"", ""EuropaCorp""] [""Canal Plus"", ""TF1 Films Production"", ""EuropaCorp""] [] Pierre Morel District B13"
400,Things to Do in Denver When You're Dead,MOVIE,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,1995,,116.0,"[""Drama"", ""Crime""]",[],,"[""Miramax Films""]",,0,0,6.932221,6.7,[],Gary Fleder,"A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.” A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.” [""Drama"", ""Crime""] [""Drama"", ""Crime""] [""Drama"", ""Crime""] [""Miramax Films""] [""Miramax Films""] [] Gary Fleder Things to Do in Denver When You're Dead"
253450,The Assassin,MOVIE,A female assassin during the Tang Dynasty who begins to question her loyalties when she falls in love with one of her targets.,2015,,105.0,"[""Action"", ""Drama"", ""History""]",[],,"[""Media Asia Films"", ""Sil-Metropole Organisation"", ""Central Motion Pictures"", ""Zhejiang Huace Film & TV"", ""China Dream Film Culture Industry"", ""SpotFilms""]",,0,0,8.142166,6.6,[],Hou Hsiao-hsien,"A female assassin during the Tang Dynasty who begins to question her loyalties when she falls in love with one of her targets. A female assassin during the Tang Dynasty who begins to question her loyalties when she falls in love with one of her targets. [""Action"", ""Drama"", ""History""] [""Action"", ""Drama"", ""History""] [""Action"", ""Drama"", ""History""] [""Media Asia Films"", ""Sil-Metropole Organisation"", ""Central Motion Pictures"", ""Zhejiang Huace Film & TV"", ""China Dream Film Culture Industry"", ""SpotFilms""] [""Media Asia Films"", ""Sil-Metropole Organisation"", ""Central Motion Pictures"", ""Zhejiang Huace Film & TV"", ""China Dream Film Culture Industry"", ""SpotFilms""] [] Hou Hsiao-hsien The Assassin"
9104,Buffalo Soldiers,MOVIE,"Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate.",2001,,98.0,"[""Drama"", ""Comedy"", ""War"", ""Crime"", ""Thriller""]",[],,"[""Grosvenor Park Films LLP"", ""Film4"", ""Good Machine""]",,0,0,6.329672,6.5,"[""Joaquin Phoenix"", ""Ed Harris"", ""Scott Glenn"", ""Anna Paquin"", ""Elizabeth McGovern"", ""Michael Pe\u00f1a"", ""Gabriel Mann"", ""Dean Stockwell"", ""Brian Delate"", ""Shiek Mahmud-Bey"", ""Amani Gethers"", ""Noah Lee Margetts"", ""Tom Ellis"", ""Leon Robinson"", ""Jimmie Ray Weeks"", ""Idris Elba""]",,"Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate. Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate. [""Drama"", ""Comedy"", ""War"", ""Crime"", ""Thriller""] [""Drama"", ""Comedy"", ""War"", ""Crime"", ""Thriller""] [""Drama"", ""Comedy"", ""War"", ""Crime"", ""Thriller""] [""Grosvenor Park Films LLP"", ""Film4"", ""Good Machine""] [""Grosvenor Park Films LLP"", ""Film4"", ""Good Machine""] [""Joaquin Phoenix"", ""Ed Harris"", ""Scott Glenn"", ""Anna Paquin"", ""Elizabeth McGovern"", ""Michael Pe\u00f1a"", ""Gabriel Mann"", ""Dean Stockwell"", ""Brian Delate"", ""Shiek Mahmud-Bey"", ""Amani Gethers"", ""Noah Lee Margetts"", ""Tom Ellis"", ""Leon Robinson"", ""Jimmie Ray Weeks"", ""Idris Elba""] nan Buffalo Soldiers"
11190,The Return,MOVIE,A story of two Russian boys whose father suddenly returns home after a 12-year absence. He takes the boys on a holiday to a remote island on a lake that turns into a test of manhood of almost mythic proportions.,2003,,105.0,"[""Thriller"", ""Drama"", ""Mystery""]",[],,"[""Ren Film""]",,0,0,7.744166,7.4,"[""Vladimir Garin"", ""Konstantin Lavronenko"", ""Nataliya Vdovina"", ""Vanya Dobronravov"", ""Yelizaveta Aleksandrova"", ""Lazar Dubovik"", ""Lyubov Kazakova"", ""Galina Petrova"", ""Aleksei Suknovalov"", ""Andrey Sumin""]",Andrey Zvyagintsev,"A story of two Russian boys whose father suddenly returns home after a 12-year absence. He takes the boys on a holiday to a remote island on a lake that turns into a test of manhood of almost mythic proportions. A story of two Russian boys whose father suddenly returns home after a 12-year absence. He takes the boys on a holiday to a remote island on a lake that turns into a test of manhood of almost mythic proportions. [""Thriller"", ""Drama"", ""Mystery""] [""Thriller"", ""Drama"", ""Mystery""] [""Thriller"", ""Drama"", ""Mystery""] [""Ren Film""] [""Ren Film""] [""Vladimir Garin"", ""Konstantin Lavronenko"", ""Nataliya Vdovina"", ""Vanya Dobronravov"", ""Yelizaveta Aleksandrova"", ""Lazar Dubovik"", ""Lyubov Kazakova"", ""Galina Petrova"", ""Aleksei Suknovalov"", ""Andrey Sumin""] Andrey Zvyagintsev The Return"
16353,Ong Bak 2,MOVIE,Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,2008,,98.0,"[""Adventure"", ""Action"", ""Thriller""]",[],,"[""Iyara Films""]",,0,0,9.029489,6.0,"[""Tony Jaa"", ""Sarunyu Wongkrachang"", ""Sorapong Chatree"", ""Primorata Dejudom""]","Tony Jaa,Panna Rittikrai","Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father. Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father. [""Adventure"", ""Action"", ""Thriller""] [""Adventure"", ""Action"", ""Thriller""] [""Adventure"", ""Action"", ""Thriller""] [""Iyara Films""] [""Iyara Films""] [""Tony Jaa"", ""Sarunyu Wongkrachang"", ""Sorapong Chatree"", ""Primorata Dejudom""] Tony Jaa,Panna Rittikrai Ong Bak 2"
