id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,production_companies,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
9422,A Civil Action,MOVIE,"Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds.",1998,,115.0,"[""Drama""]",[],,"[""Paramount Pictures"", ""Wildwood Enterprises"", ""Touchstone Pictures""]",,0,0,10.147321,6.1
77174,ParaNorman,MOVIE,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",2012,,90.0,"[""Family"", ""Animation"", ""Adventure"", ""Comedy""]",[],,"[""Focus Features"", ""Laika Entertainment""]",,0,0,39.539045,6.7
4824,The Jackal,MOVIE,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, the perfectionist Jackal proves an elusive target for the men charged with the task of bringing him down: a deputy FBI boss and a former IRA terrorist.",1997,,124.0,"[""Action"", ""Thriller"", ""Adventure"", ""Crime""]",[],,[],,0,0,19.747459,6.1
9620,Paycheck,MOVIE,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",2003,,119.0,"[""Action"", ""Adventure"", ""Mystery"", ""Science Fiction"", ""Thriller""]",[],,"[""Paramount Pictures"", ""DreamWorks SKG"", ""Davis Entertainment"", ""Lion Rock Productions"", ""Province of British Columbia Film Incentive BC"", ""Solomon/Hackett Productions""]",,0,0,29.018826,5.9
9302,Up Close & Personal,MOVIE,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",1996,,119.0,"[""Drama"", ""Romance""]",[],,"[""Cinergi Pictures Entertainment"", ""Touchstone Pictures""]",,0,0,4.801849,5.9
10199,The Tale of Despereaux,MOVIE,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",2008,,93.0,"[""Adventure"", ""Animation"", ""Family""]",[],,"[""Larger Than Life Productions""]",,0,0,16.493576,5.8
10771,The Tuxedo,MOVIE,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",2002,,98.0,"[""Thriller"", ""Action"", ""Comedy"", ""Science Fiction""]",[],,"[""DreamWorks SKG"", ""Parkes+MacDonald Image Nation"", ""Blue Train Productions""]",,0,0,21.549232,5.3
3512,Under Siege 2: Dark Territory,MOVIE,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",1995,,100.0,"[""Action"", ""Thriller""]",[],,"[""Regency Enterprises"", ""Warner Bros."", ""Seagal/Nasso Productions"", ""Victor Company of Japan (JVC)"", ""Cutting Edge Films""]",,0,0,13.080725,5.6
137094,Jack Ryan: Shadow Recruit,MOVIE,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",2014,,105.0,"[""Action"", ""Drama"", ""Thriller""]",[],,"[""Paramount Pictures"", ""Di Bonaventura Pictures"", ""Mace Neufeld Productions"", ""Skydance Productions"", ""Etalon film"", ""Buckaroo Entertainment""]",,0,0,42.538258,5.9
274479,Joy,MOVIE,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,2015,,124.0,"[""Drama"", ""Comedy""]",[],,"[""Fox 2000 Pictures"", ""Davis Entertainment"", ""Annapurna Pictures"", ""TSG Entertainment""]",,0,0,29.876507,6.4
267860,London Has Fallen,MOVIE,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",2016,,99.0,"[""Action"", ""Crime"", ""Thriller""]",[],,"[""Millennium Films"", ""LHF Film"", ""Gerard Butler Alan Siegel Entertainment"", ""Nu Boyana Film Studios""]",,0,0,61.849521,5.8
8078,Alien: Resurrection,MOVIE,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",1997,,109.0,"[""Science Fiction"", ""Horror"", ""Action""]",[],,"[""Twentieth Century Fox Film Corporation"", ""Brandywine Productions""]",,0,0,37.44963,5.9
7485,Shooter,MOVIE,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",2007,,124.0,"[""Action"", ""Drama"", ""Mystery"", ""Thriller"", ""Crime""]",[],,"[""Paramount Pictures"", ""Di Bonaventura Pictures"", ""Grosvenor Park Impact Productions""]",,0,0,37.378081,6.9
170687,The Boxtrolls,MOVIE,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",2014,,97.0,"[""Animation"", ""Comedy"", ""Family"", ""Fantasy""]",[],,"[""Laika Entertainment""]",,0,0,30.656345,6.6
6435,Practical Magic,MOVIE,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",1998,,104.0,"[""Drama"", ""Fantasy"", ""Comedy""]",[],,"[""Village Roadshow Pictures"", ""DiNovi Pictures"", ""Fortis Films"", ""Warner Bros."", ""Stargate Studios""]",,0,0,15.142701,6.3
137106,The Lego Movie,MOVIE,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",2014,,100.0,"[""Adventure"", ""Animation"", ""Comedy"", ""Family"", ""Fantasy""]",[],,"[""Village Roadshow Pictures"", ""DC Comics"", ""Vertigo Entertainment"", ""Lin Pictures"", ""Warner Bros. Animation"", ""LEGO"", ""Warner Bros."", ""Animal Logic"", ""Warner Animation Group"", ""RatPac-Dune Entertainment""]",,0,0,59.547928,7.5
10040,Miss Congeniality 2: Armed and Fabulous,MOVIE,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI."" But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",2005,,115.0,"[""Action"", ""Comedy""]",[],,"[""Village Roadshow Pictures"", ""Castle Rock Entertainment"", ""Fortis Films""]",,0,0,19.998581,5.3
6278,Reign of Fire,MOVIE,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",2002,,101.0,"[""Adventure"", ""Action"", ""Fantasy""]",[],,"[""The Zanuck Company"", ""Spyglass Entertainment"", ""World 2000 Entertainment"", ""Touchstone Pictures"", ""Tripod Entertainment""]",,0,0,27.615108,6.0
82682,Gangster Squad,MOVIE,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",2013,,113.0,"[""Crime"", ""Drama"", ""Action"", ""Thriller""]",[],,"[""Village Roadshow Pictures"", ""Lin Pictures"", ""Warner Bros."", ""Langley Park Production""]",,0,0,29.041198,6.2
17610,Year One,MOVIE,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",2009,,97.0,"[""Comedy"", ""Adventure""]",[],,"[""Columbia Pictures"", ""Ocean Pictures"", ""Apatow Productions""]",,0,0,25.293538,4.6
22954,Invictus,MOVIE,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",2009,,134.0,"[""Drama"", ""History""]",[],,"[""Spyglass Entertainment"", ""Malpaso Productions"", ""Revelations Entertainment"", ""Mace Neufeld Productions"", ""Warner Bros."", ""Liberty Pictures (II)""]",,0,0,23.85119,7.0
16995,State of Play,MOVIE,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",2009,,127.0,"[""Action""]",[],,"[""Universal Pictures"", ""StudioCanal"", ""Andell Entertainment"", ""Relativity Media"", ""Working Title Films""]",,0,0,21.685719,6.7
16558,Duplicity,MOVIE,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,2009,,125.0,"[""Romance"", ""Comedy"", ""Crime""]",[],,"[""Universal Pictures"", ""Laura Bickford Productions"", ""Relativity Media"", ""Medienproduktion Poseidon Filmgesellschaft""]",,0,0,13.630049,5.7
9849,My Favorite Martian,MOVIE,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",1999,,94.0,"[""Comedy"", ""Drama"", ""Family"", ""Science Fiction""]",[],,"[""Walt Disney Pictures""]",,0,0,6.80692,5.1
5820,The Sentinel,MOVIE,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,2006,,108.0,"[""Action"", ""Thriller"", ""Crime""]",[],,"[""Twentieth Century Fox Film Corporation"", ""Dune Entertainment"", ""Major Studio Partners"", ""Regency Enterprises"", ""Epsilon Motion Pictures"", ""New Regency Pictures"", ""Sentinel Productions"", ""Furthur Films""]",,0,0,15.352807,5.8
16866,Planet 51,MOVIE,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",2009,,91.0,"[""Science Fiction"", ""Animation"", ""Family"", ""Comedy"", ""Adventure""]",[],,"[""TriStar Pictures"", ""Ilion Animation Studios"", ""Hand Made Films""]",,0,0,23.661071,5.6
201,Star Trek: Nemesis,MOVIE,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",2002,,117.0,"[""Science Fiction"", ""Action"", ""Adventure"", ""Thriller""]",[],,"[""Paramount Pictures""]",,0,0,21.605533,6.1
11775,Intolerable Cruelty,MOVIE,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,2003,,100.0,"[""Crime"", ""Comedy"", ""Romance""]",[],,"[""Imagine Entertainment"", ""Universal Pictures"", ""Mike Zoss Productions"", ""Alphaville Productions""]",,0,0,22.620125,5.8
87825,Trouble with the Curve,MOVIE,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.",2012,,111.0,"[""Drama"", ""Romance""]",[],,"[""Malpaso Productions"", ""Warner Bros.""]",,0,0,18.587114,6.6
12201,Edge of Darkness,MOVIE,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",2010,,117.0,"[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",[],,"[""Icon Productions"", ""BBC Films"", ""GK Films"", ""Warner Bros.""]",,0,0,24.657931,6.2
11015,The Relic,MOVIE,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",1997,,110.0,"[""Horror"", ""Mystery"", ""Thriller""]",[],,"[""Paramount Pictures"", ""Universal Pictures"", ""Toho-Towa"", ""Mutual Film Company"", ""Pacific Western"", ""PolyGram Filmed Entertainment"", ""Marubeni"", ""Tele München Fernseh Produktionsgesellschaft (TMG)"", ""British Broadcasting Corporation (BBC)""]",,0,0,12.621769,5.8
9932,Analyze That,MOVIE,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",2002,,96.0,"[""Comedy"", ""Crime""]",[],,"[""Village Roadshow Pictures"", ""NPV Entertainment"", ""Warner Bros."", ""Tribeca Productions"", ""Baltimore Spring Creek Pictures"", ""Face Productions""]",,0,0,21.08952,5.7
13389,Righteous Kill,MOVIE,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?",2008,,101.0,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",[],,"[""Grosvenor Park Media Ltd."", ""InVenture Entertainment"", ""Millennium Films"", ""Emmett/Furla Films"", ""Nu-Image Films""]",,0,0,18.380176,5.9
8838,Mercury Rising,MOVIE,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",1998,,111.0,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",[],,"[""Imagine Entertainment"", ""Universal Pictures""]",,0,0,18.877795,6.0
17332,The Soloist,MOVIE,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",2009,,109.0,"[""Drama""]",[],,"[""DreamWorks"", ""Universal Pictures"", ""StudioCanal"", ""Participant Media"", ""Krasnoff Foster Productions"", ""Working Title Films""]",,0,0,17.299333,6.6
4958,The Legend of Bagger Vance,MOVIE,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",2000,,126.0,"[""Fantasy"", ""Drama""]",[],,"[""DreamWorks SKG"", ""Twentieth Century Fox Film Corporation"", ""Wildwood Enterprises"", ""Epsilon Motion Pictures"", ""Allied Filmmakers""]",,0,0,16.848899,6.3
786,Almost Famous,MOVIE,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.",2000,,122.0,"[""Drama"", ""Music""]",[],,"[""Columbia Pictures"", ""Vinyl Films"", ""DreamWorks Pictures""]",,0,0,21.547446,7.4
9513,Garfield: A Tail of Two Kitties,MOVIE,"Garfield is back and this time Garfield and his canine sidekick Odie follows their owner, Jon Arbuckle, to England, the U.K. may never recover, as Garfield is mistaken for a look-alike, regal cat who has inherited a castle.",2006,,78.0,"[""Animation"", ""Comedy"", ""Family""]",[],,"[""Twentieth Century Fox Film Corporation"", ""Dune Entertainment"", ""Davis Entertainment""]",,0,0,16.930969,5.1
11679,xXx: State of the Union,MOVIE,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",2005,,101.0,"[""Action"", ""Adventure"", ""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",[],,"[""Original Film"", ""Columbia Pictures Corporation"", ""Revolution Studios""]",,0,0,36.689223,4.7
38321,Priest,MOVIE,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",2011,,87.0,"[""Action"", ""Science Fiction"", ""Fantasy"", ""Thriller"", ""Horror""]",[],,"[""Screen Gems"", ""Stars Road Entertainment"", ""Buckaroo Entertainment"", ""Michael De Luca Productions"", ""TOKYOPOP""]",,0,0,28.350927,5.4
14411,Sinbad: Legend of the Seven Seas,MOVIE,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",2003,,86.0,"[""Family"", ""Animation"", ""Adventure""]",[],,"[""DreamWorks Animation""]",,0,0,18.815442,6.6
8413,Event Horizon,MOVIE,"In the year 2047 a group of astronauts are sent to investigate and salvage the long lost starship ""Event Horizon"". The ship disappeared mysteriously 7 years before on its maiden voyage and with its return comes even more mystery as the crew of the ""Lewis and Clark"" discover the real truth behind its disappearance and something even more terrifying.",1997,,96.0,"[""Horror"", ""Science Fiction"", ""Mystery""]",[],,"[""Paramount Pictures"", ""Impact Pictures"", ""Golar Productions""]",,0,0,29.787135,6.5
10052,Dragonfly,MOVIE,A grieving doctor is being contacted by his late wife through his patients near death experiences.,2002,,104.0,"[""Drama""]",[],,"[""Universal Pictures"", ""Spyglass Entertainment"", ""Shady Acres Entertainment"", ""Gran Via Productions"", ""Kalima Productions GmbH & Co. KG"", ""NDE Productions""]",,0,0,8.927137,6.1
9676,The Black Dahlia,MOVIE,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.",2006,,121.0,"[""Drama""]",[],,"[""Universal Pictures"", ""Davis-Films"", ""Signature Pictures"", ""Linson Entertainment"", ""Art Linson Productions"", ""Millennium Films"", ""Equity Pictures Medienfonds GmbH & Co. KG III"", ""Nu Image Entertainment GmbH""]",,0,0,15.213484,5.7
9664,Flyboys,MOVIE,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.",2006,,140.0,"[""Action"", ""Adventure"", ""Drama"", ""History"", ""Romance"", ""War""]",[],,"[""Ingenious Film Partners"", ""Electric Entertainment"", ""Skydance Productions"", ""Flyboys Films""]",,0,0,13.155999,6.3
2100,The Last Castle,MOVIE,A Court Martialed general rallies together 1200 inmates to rise against the system that put him away.,2001,,131.0,"[""Action"", ""Drama"", ""Thriller""]",[],,"[""DreamWorks SKG""]",,0,0,15.433244,7.0
10384,Supernova,MOVIE,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",2000,,91.0,"[""Horror"", ""Science Fiction"", ""Thriller""]",[],,"[""United Artists"", ""Metro-Goldwyn-Mayer (MGM)"", ""Hammerhead Productions"", ""Screenland Pictures""]",,0,0,5.762037,4.9
137321,Winter's Tale,MOVIE,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",2014,,118.0,"[""Drama"", ""Fantasy"", ""Mystery"", ""Romance""]",[],,"[""Village Roadshow Pictures"", ""Weed Road Pictures"", ""Warner Bros.""]",,0,0,22.736038,6.0
123553,The Mortal Instruments: City of Bones,MOVIE,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",2013,,130.0,"[""Action"", ""Adventure"", ""Drama"", ""Mystery"", ""Romance"", ""Fantasy""]",[],,"[""Constantin Film Produktion"", ""Don Carmody Productions"", ""Unique Features"", ""Mr. Smith Productions""]",,0,0,45.514031,6.2
11260,Meet Dave,MOVIE,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",2008,,90.0,"[""Comedy"", ""Science Fiction"", ""Adventure"", ""Family""]",[],,"[""Twentieth Century Fox Film Corporation"", ""Dune Entertainment"", ""Regency Enterprises"", ""Guy Walks into a Bar Productions"", ""Deep River Productions"", ""Friendly Films (II)""]",,0,0,18.676291,5.0
9009,Dark Water,MOVIE,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. She is currently in midst of divorce proceedings and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences and there is a constant drip from the ceiling in her daughter's bedroom.",2005,,105.0,"[""Drama"", ""Horror"", ""Thriller""]",[],,"[""Vertigo Entertainment"", ""Touchstone Pictures"", ""Post No Bills Films"", ""Pandemonium Productions""]",,0,0,14.376463,5.3
11374,Edtv,MOVIE,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,1999,,122.0,"[""Comedy""]",[],,"[""Imagine Entertainment"", ""Universal Pictures""]",,0,0,14.298297,5.7
2309,Inkheart,MOVIE,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",2008,,106.0,"[""Adventure"", ""Family"", ""Fantasy""]",[],,"[""New Line Cinema"", ""Internationale Filmproduktion Blackbird Erste""]",,0,0,27.018886,6.0
8285,The Spirit,MOVIE,"Down these mean streets a man must come. A hero born, murdered, and born again. When a Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City, the Octopus who kills anyone unfortunate enough to see his face who has other plans. He's going to wipe out the entire city.",2008,,103.0,"[""Action"", ""Comedy"", ""Thriller"", ""Crime"", ""Science Fiction""]",[],,"[""DC Comics"", ""Lionsgate"", ""Odd Lot Entertainment"", ""Media Magik Entertainment"", ""Dark Lot Entertainment"", ""Continental Entertainment Group (CEG)""]",,0,0,14.84856,4.7
210860,Mortdecai,MOVIE,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",2015,,106.0,"[""Comedy"", ""Adventure""]",[],,"[""Lionsgate"", ""Mad Chance"", ""OddLot Entertainment"", ""Huayi Brothers Media""]",,0,0,52.417529,5.4
2312,In the Name of the King: A Dungeon Siege Tale,MOVIE,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",2007,,127.0,"[""Adventure"", ""Fantasy"", ""Action"", ""Drama""]",[],,"[""Boll Kino Beteiligungs GmbH & Co. KG"", ""Brightlight Pictures"", ""Herold Productions""]",,0,0,15.406173,4.1
9839,Beyond Borders,MOVIE,"Beyond Borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots. Academy Award winner Angelina Jolie stars as Sarah Jordan, an American living in London in 1984. She is married to Henry Bauford son of a wealthy British industrialist, when she encounters Nick Callahan a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.",2003,,127.0,"[""Drama"", ""Romance"", ""Adventure"", ""War""]",[],,[],,0,0,6.523472,6.7
381902,The Monkey King 2,MOVIE,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White (Gong Li) aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",2016,,120.0,"[""Action"", ""Adventure"", ""Fantasy""]",[],,"[""Filmko Pictures""]",,0,0,4.72629,6.0
13922,The Great Raid,MOVIE,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",2005,,132.0,"[""Action"", ""History"", ""War""]",[],,"[""Lawrence Bender Productions"", ""Marty Katz Productions""]",,0,0,8.923215,6.8
293660,Deadpool,MOVIE,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",2016,,108.0,"[""Action"", ""Adventure"", ""Comedy""]",[],,[],,0,0,514.569956,7.4
9713,Holy Man,MOVIE,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",1998,,114.0,"[""Drama"", ""Comedy""]",[],,"[""Caravan Pictures"", ""Touchstone Pictures""]",,0,0,9.265672,4.9
190859,American Sniper,MOVIE,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",2014,,133.0,"[""War"", ""Action""]",[],,"[""Village Roadshow Pictures"", ""Malpaso Productions"", ""Warner Bros."", ""RatPac-Dune Entertainment"", ""Mad Chance Productions"", ""22 & Indiana Pictures""]",,0,0,87.53437,7.4
257445,Goosebumps,MOVIE,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",2015,,103.0,"[""Adventure"", ""Horror"", ""Comedy""]",[],,"[""Columbia Pictures"", ""Village Roadshow Pictures"", ""Original Film"", ""Sony Pictures Animation"", ""Sony Pictures Entertainment (SPE)"", ""Scholastic Entertainment"", ""LStar Capital""]",,0,0,45.351617,6.2
9007,Just Like Heaven,MOVIE,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005,,95.0,"[""Comedy"", ""Fantasy"", ""Romance""]",[],,"[""DreamWorks SKG"", ""UIP"", ""MacDonald/Parkes Productions""]",,0,0,13.43573,6.5
